05/04/2023;21:15:21;2.0;6.0
05/04/2023;21:16:26;5.0;8.0
05/04/2023;21:16:43;45.0;8.0
05/04/2023;21:26:53;7.0;7.0
05/04/2023;21:26:57;8.0;7.0
05/04/2023;21:27:01;9.0;7.0
05/04/2023;21:27:17;8.0;87.0
05/04/2023;21:27:18;8.0;87.0
05/04/2023;21:27:18;8.0;87.0
05/04/2023;21:27:18;8.0;87.0
05/04/2023;21:27:18;8.0;87.0
05/04/2023;21:27:19;8.0;87.0
05/04/2023;21:27:19;8.0;87.0
05/04/2023;21:27:19;8.0;87.0
05/04/2023;21:27:19;8.0;87.0
05/04/2023;21:27:19;8.0;87.0
05/04/2023;21:27:20;8.0;87.0
05/04/2023;21:27:20;8.0;87.0
05/04/2023;21:27:20;8.0;87.0
05/04/2023;21:27:20;8.0;87.0
05/04/2023;21:27:20;8.0;87.0
05/04/2023;21:27:21;8.0;87.0
05/04/2023;21:27:21;8.0;87.0
05/04/2023;21:27:21;8.0;87.0
05/04/2023;21:27:21;8.0;87.0
05/04/2023;21:27:21;8.0;87.0
05/04/2023;21:27:22;8.0;87.0
05/04/2023;21:27:22;8.0;87.0
05/04/2023;21:27:22;8.0;87.0
05/04/2023;21:27:22;8.0;87.0
05/04/2023;21:27:22;8.0;87.0
05/04/2023;21:27:23;8.0;87.0
05/04/2023;21:27:23;8.0;87.0
05/04/2023;21:27:23;8.0;87.0
05/04/2023;21:27:23;8.0;87.0
03/05/2023;19:32:51;77.0;88.0
